Template version 4 for Submission of New trait or modification of exiting trait																																									
This sheet is for submission of details for a many traits by rows. Use one row for each new or modified trait																																									
For modifications to the trait list with specified Trait ID you only need to give new /changed values. Eg a new scale or method.																																									
"You can find Trait IDs for existing traits in the lists on ""Trait Dictionaries for Fieldbook Development"" at http://mbp.generationcp.org and http://www.cropontology-curationtool.org/."																																									
																																									
																																									
	ibfieldbook 	Name of submitting scientist	Institution	Language of submission (only in ISO 2 letter codes)	Date of submission	Crop	Name of Trait	Abbreviated name 	Synonyms (separate by commas)	Trait ID for modification, Blank for New	Description of Trait	How is this trait routinely used?	Trait Class	Method ID for modification, Blank for New	Name of method	Describe how measured (method)	Growth stages	Bibliographic Reference	Comments	Scale ID for modification, Blank for New	Type of Measure (Continuous, Discrete or Categorical)	For Continuous: units of measurement	For Continuous: reporting units (if different from measurement)	For Continuous: minimum	For Continuous: maximum	For Discrete: Name of scale or units of measurement	For Categorical: Name of rating scale	For Categorical: Class 1 - value = meaning	For Categorical: Class 2 - value = meaning 	For Categorical: Class 3 - value = meaning	For Categorical: Class 4 - value = meaning	For Categorical: Class 5 - value = meaning	For Categorical: Class 6 - value = meaning	For Categorical: Class 7 - value = meaning	For Categorical: Class 8 - value = meaning	For Categorical: Class 9 - value = meaning	For Categorical: Class 10 - value = meaning	For Categorical: Class 11 - value = meaning	For Categorical: Class 12 - value = meaning		
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	BactŽriose commune sur les  gousses dans le terrain	CBBFP	Xanthomonas axonopodis pv. phaseoli	CO_335:0000014	RŽaction ˆ la maladie causŽe par Axonopodis  sur les gousses dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000174	MŽthode pour dŽterminer la bactŽriose commune sur les  gousses dans le terrain	Quantification du dŽveloppement des sympt™mes pendant la formation des gousses (R7), et le Remplissage des gousses(R8).	R7, R8	CIAT 1987, Duncan 2011		CO_335:0000175	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3=PrŽsence de  trs peu de  petites lŽsions   recouvrant environ le 2% de la surface  des gousses	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5=Environ le  5%  de la surface foliaire est couverte pas  des petites  lŽsions non-fusionnantes	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7=Environ le  10%  de la surface des gousses est couverte pas  des   lŽsions  moyennes et grandes qui  se rassemblent et montrent souvent  une exsudation bactŽrienne.	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Plus du 25 % de la surface des gousses est couverte pas de grandes lŽsions qui se fusionnent et montrent une abondante exsudation bactŽrienne ce qui entra”ne la  malformation et la production des gousses vides.					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Fusarium solani dans le terrain	FUSRRF	FRR, Fusarium spp., root rot	CO_335:0000025	RŽaction ˆ la maladie causŽe par Fusarium solani, sur le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000176	MŽthode pour dŽterminer le Fusarium solani dans le terrain	Quantification du dŽveloppement des sympt™mes  ƒmergence (V1),  Floraison (R6),   Formation des gousses (R7), et le Remplissage des gousses (R8).	V1, R6, R7, R8	CIAT 1987		CO_335:0000177	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= LŽgre dŽcoloration sans lŽsions nŽcrotiques ou avec le 10% environ des tissus de l'hypocotyle et de la racine couverts de lŽsions	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 25% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions, cependant les tissus restent fermes avec une faible dŽtŽrioration du systme racinaire. On peut observer une forte dŽcoloration	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 50% des tissus de l'hypocotyle et de la racine  couverts de lŽsions,  avec un ramollissement ,  un  pourrissement et une rŽduction  importante du systme racinaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Environ le 75% des tissus de l'hypocotyle et de la racine sont affectŽs  avec  un haut pourrissement et une sŽvre rŽduction du systme racinaire					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Fusarium solani en serre	FUSRRG	FRR, Fusarium spp., root rot	CO_335:0000026	RŽaction ˆ la maladie causŽe par Fusarium solani, en serre	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000178	MŽthode pour dŽterminer le Fusarium solani en serre	Quantification du dŽveloppement des sympt™mes. Germination (V0), Emergence (V1). Feuilles primaires (V2), Premire feuille trifoliŽe (V3).	V0, V1, V2, V3	CIAT 1987		CO_335:0000179	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= LŽgre dŽcoloration sans lŽsions nŽcrotiques ou avec le 10% environ des tissus de l'hypocotyle et de la racine couverts de lŽsions	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 25% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions, cependant les tissus restent fermes avec une faible dŽtŽrioration du systme racinaire. On peut observer une forte dŽcoloration	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 50% des tissus de l'hypocotyle et de la racine  couverts de lŽsions,  avec un ramollissement ,  un  pourrissement et une rŽduction  importante du systme racinaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Environ le 75% des tissus de l'hypocotyle et de la racine sont affectŽs  avec  un haut pourrissement et une sŽvre rŽduction du systme racinaire					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Nielle Haleuse des feuilles dans le terrain	HBFL	Pseudomonas syringae pv. phaseolicola	CO_335:0000030	RŽaction ˆ la maladie causŽe par Pseudomonas, sur les feuilles dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000180	MŽthode pour dŽterminer la nielle haleuse des feuilles dans le terrain	Quantification du dŽveloppement des sympt™mes, Floraison (R6)	R6	CIAT 1987		CO_335:0000181	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= Environ le 2% de la surface des feuilles est couverte de lŽsions rondes. Peut prŽsenter une lŽgre chlorose  systŽmique .	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 5% de la surface des feuilles est couverte de lŽsions rondes d'environ 5mm de diamtre Peut prŽsenter une  chlorose  systŽmique limitŽe sur les points de croissance	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 10% des tissus foliaires sont affectŽs par des lŽsions ou par chlorose. On observe une malformation foliaire limitŽe.	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Plus du 25% des tissus foliaires sont affectŽs par des lŽsions ou par chlorose. On observe une malformation foliaire sŽvre et des lŽsions qui se fusionnent					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Nielle Haleuse des feuilles en serre	HBGL	Pseudomonas syringae pv. phaseolicola	CO_335:0000032	RŽaction ˆ la maladie causŽe par Pseudomonas sur les feuilles en serre	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000182	MŽthode pour dŽterminer la nielle haleuse des feuilles en serre	Quantification du dŽveloppement des sympt™mes, Premire feuille trifoliŽe (V3).	V3	CIAT 1987		CO_335:0000183	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= Environ le 2% de la surface des feuilles est couverte de lŽsions rondes. Peut prŽsenter une lŽgre chlorose  systŽmique .	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 5% de la surface des feuilles est couverte de lŽsions rondes d'environ 5mm de diamtre Peut prŽsenter une  chlorose  systŽmique limitŽe sur les points de croissance	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 10% des tissus foliaires sont affectŽs par des lŽsions ou par chlorose. On observe une malformation foliaire limitŽe.	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Plus du 25% des tissus foliaires sont affectŽs par des lŽsions ou par chlorose. On observe une malformation foliaire sŽvre et des lŽsions qui se fusionnent					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Nielle Haleuse des gousses dans le terrain	HBFP	Pseudomonas syringae pv. phaseolicola	CO_335:0000031	RŽaction ˆ la maladie causŽe par Pseudomonas sur les gousses dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000184	MŽthode pour dŽterminer la nielle haleuse des gousses dans le terrain	Quantification du dŽveloppement des sympt™mes, Formation des gousses (R7), et le Remplissage des gousses (R8).	R7, R8	CIAT 1987		CO_335:0000185	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= Environ le 2% de la surface de la gousse est couverte de lŽsions rondes.	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 5% de la surface des gousses est couverte de lŽsions rondes d'environ 5mm de diamtre	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7=Environ le  10 %  de la surface des gousses est couverte pas  des lŽsions, mesurant  jusqu'a 10mm de diamtre,     se fusionnant et montrant une  exsudation bactŽrienne.	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Plus du 25% de la surface des gousses sont affectŽs par des lŽsions qui se fusionnent couvrant une grande surface causant sa  malformation et Žvitant le remplissage des gousses					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Rouille sur les feuilles dans le terrain	RUSTFL	Uromyces appendiculatus var. appendiculatus, Uromyces phaseoli	CO_335:0000050	RŽaction ˆ la maladie causŽe par Uromyces phaseoli  sur les feuilles dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000186	MŽthode pour dŽterminer la rouille sur les feuilles dans le terrain	Quantification du dŽveloppement des sympt™mes, Floraison (R6)	R6	CIAT 1987		CO_335:0000187	CatŽgorique						1 ˆ 9	1=Trs rŽsistant. Aucune pustule de rouille visible (immune)	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= RŽsistante.  Pour la plupart des plantes prŽsence faible  de petites  pustules couvrant environ le 2% de la surface foliaire	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= IntermŽdiaire.  Pour toutes les plantes prŽsence   de petites ou moyennes pustules couvrant environ le 5% de la surface foliaire	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Sensible.  PrŽsence de  grandes  pustules entourŽes de halos chlorotiques couvrant environ le 10% de la surface foliaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Trs sensible.  PrŽsence de  grandes et trs grandes pustules entourŽes de halos chlorotiques couvrant environ le 25% du tissu foliaire et causant une dŽfoliation prŽmaturŽe.					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Rouille sur les feuilles en serre	RUSTGL	Uromyces appendiculatus var. appendiculatus, Uromyces phaseoli	CO_335:0000052	RŽaction ˆ la maladie causŽe par Uromyces phaseoli sur les feuilles en serre	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000188	MŽthode pour dŽterminer la rouille sur les feuilles en serre	Quantification du dŽveloppement des sympt™mes, Feuille primaire (V2).	V2	CIAT 1987		CO_335:0000189	CatŽgorique						1 ˆ 9	1=Trs rŽsistant. Aucune pustule de rouille visible (immune)	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= RŽsistante.  Pour la plupart des plantes prŽsence faible  de petites  pustules couvrant environ le 2% de la surface foliaire	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= IntermŽdiaire.  Pour toutes les plantes prŽsence   de petites ou moyennes pustules couvrant environ le 5% de la surface foliaire	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Sensible.  PrŽsence de  grandes  pustules entourŽes de halos chlorotiques couvrant environ le 10% de la surface foliaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Trs sensible.  PrŽsence de  grandes et trs grandes pustules entourŽes de halos chlorotiques couvrant environ le 25% du tissu foliaire et causant une dŽfoliation prŽmaturŽe.					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Rouille sur les gousses dans le terrain	RUSTFP	Uromyces appendiculatus var. appendiculatus, Uromyces phaseoli	CO_335:0000051	RŽaction ˆ la maladie causŽe par Uromyces phaseoli  sur les gousses dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000190	MŽthode pour dŽterminer la rouille sur les gousses dans le terrain	Quantification du dŽveloppement des sympt™mes. Formation des gousses (R7).	R7	Beebe 2012 (communication personnelle)		CO_335:0000191	CatŽgorique						Agent pathogne  essentiellement foliaire. L' Žchelle d'Žvaluation pour les gousses n'est pas encore dŽfinie.														
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Pythium spp. dans le terrain	PYTHF	PRR	CO_335:0000048	RŽaction ˆ la maladie causŽe par Pythium spp,   dans le terrain	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000192	MŽthode pour dŽterminer le Pythium spp. dans le terrain	Quantification du dŽveloppement des sympt™mes, Emergence(V1), Floraison (R6), Formation des gousses (R7) et  Remplissage des gousses (R8).	V1, R6, R7, R8	CIAT 1987		CO_335:0000193	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= LŽgre dŽcoloration sans lŽsions nŽcrotiques ou avec le 10% environ des tissus de l'hypocotyle et de la racine couverts de lŽsions	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 25% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions,  mais les tissus sont fermes avec peu de  dŽtŽrioration du systme racinaire. On observe une forte dŽcoloration	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 50% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions,  avec un ramollissement   un  pourrissement et une rŽduction importante du systme racinaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Environ le 75% des tissus de l'hypocotyle et de la racine sont affectŽs par  un  fort pourrissement et une rŽduction sŽvre du systme racinaire					
	default	Gloria Mosquera	CIAT	FR	03/04/12	Haricot commun	Pythium spp. en serre	PYTHG	PRR	CO_335:0000049	RŽaction ˆ la maladie causŽe par Pythium spp,  en serre	SŽlection dans l'amŽliorement	Stress biotique	CO_335:0000194	MŽthode pour dŽterminer le Pythium spp. en serre	Quantification du dŽveloppement des sympt™mes. Germination (V0), ƒmergence (V1). Feuilles primaires (V2), Premire feuille trifoliŽe (V3).	V0, V1, V2, V3	CIAT 1987		CO_335:0000195	CatŽgorique						1 ˆ 9	1= Sans sympt™mes visibles de la maladie	2= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	3= LŽgre dŽcoloration sans lŽsions nŽcrotiques ou avec le 10% environ des tissus de l'hypocotyle et de la racine couverts de lŽsions	4= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	5= Environ le 25% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions,  mais les tissus sont fermes avec peu de  dŽtŽrioration du systme racinaire. On observe une forte dŽcoloration	6= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	7= Environ le 50% des tissus de l'hypocotyle et de la racine sont couverts de lŽsions,  avec un ramollissement   un  pourrissement et une rŽduction importante du systme racinaire	8= Les valeurs intermŽdiaires non spŽcifiŽes correspondent aux pourcentages intermŽdiaires des surfaces affectŽes.	9= Environ le 75% des tissus de l'hypocotyle et de la racine sont affectŽs par  un  fort pourrissement et une rŽduction sŽvre du systme racinaire					
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse aŽrienne pendant R8	CB		CO_335:0000012	Biomasse aŽrienne ˆ  moitiŽ du remplissage des gousses	ƒtudes physiologiques	Agronomique	CO_335:0000196	MŽthode pour dŽterminer la biomasse aŽrienne pendant R8	Poids de la partie aŽrienne des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha  	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000197	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	TempŽrature de la partie aŽrienne	CT		CO_335:0000019	Mesure de la tempŽrature de la partie aŽrienne prise sur le tiers supŽrieur de la plante	ƒtudes physiologiques	Physiologique	CO_335:0000198	MŽthode pour dŽterminer la tempŽrature de la partie aŽrienne	En utilisant un thermomtre infrarouge	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000199	Continue	¼C		0	50																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	DŽpression de la tempŽrature aŽrienne	CTD		CO_335:0000020	Mesure de la  diffŽrence de tempŽrature du feuillage en ce qui concerne l'atmosphre	ƒtudes physiologiques	Physiologique	CO_335:0000200	MŽthode pour dŽterminer la dŽpression de la tempŽrature aŽrienne	TempŽrature de l' ambiance moins la tempŽrature du feuillage en utilisant un thermomtre infrarouge	R8 Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000201	Continue	¼C		-10	10																
	default	I. M. Rao	CIAT	FR	14/09/10	Haricot commun	Jours  de floraison	DF	DTF, DAF	CO_335:0000021	Nombre de jours du dŽbut du semis jusqu'ˆ ce que le 50% des plantes ait au moins une fleur	ƒtudes physiologiques. SŽlection de l' amŽlioration	PhŽnologique	CO_335:0000202	MŽthode pour dŽterminer les jours de floraison	"ƒvaluation visuelle. Voir ""Stages of development of the common bean plant"""	R6	CIAT 1987		CO_335:0000203	Continue	Nombre		23 (arbustives), 30 (volubiles)	60 (arbustives), 90 (volubiles)																
	default	I. M. Rao	CIAT	FR	14/09/10	Haricot commun	Jours  de maturitŽ physiologique	DPM	DTM, DMF	CO_335:0000022	Nombre de jours du dŽbut du semis jusqu'ˆ ce que le 50% des plantes ait la premire gousse dŽcolorŽe	ƒtudes physiologiques. SŽlection de l' amŽlioration	PhŽnologique	CO_335:0000204	MŽthode pour dŽterminer les jours de maturitŽ physiologique	"ƒvaluation visuelle. Voir ""Stages of development of the common bean plant"""	R9	CIAT 1987		CO_335:0000205	Continue	Nombre		50 (arbustives), 80 (volubiles)	160 (arbustives), 240 (volubiles)																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	ƒtapes du dŽveloppement	GRSTG		CO_335:0000029	ƒtape physiologique du dŽveloppement de la plante	ƒtudes physiologiques	PhŽnologique	CO_335:0000206	MŽthode pour dŽterminer les Žtapes du dŽveloppement	"Voir ""Stages of development of the common bean plant"""		CIAT 1986		CO_335:0000207	CatŽgorique						V0 a V4: R5 a R9	0=VO= Germination: Cette Žtape commence le jour o la graine a assez d'humiditŽ pour initier la germination	1=V1= ƒmergence: lorsque le 50% des plantes montre leurs cotylŽdons au niveau du sol	2=V2= Feuilles primaires: lorsque le 50% des plantes a la premire feuille dŽployŽe	3=V3= Premire feuille trifoliŽe: lorsque le 50% des plantes a la premire feuille trifoliŽe complŽtement dŽployŽe	4=V4= Troisime feuille trifoliŽe: lorsque le 50% des plantes  a la troisime feuille trifoliŽe complŽtement dŽployŽe	5=R5= PrŽfloraison: lorsque dans  le 50% des plantes appara”t le premier bourgeon ou grappe florale	6=R6= Floraison: lorsque le 50% des plantes a la premire fleur ouverte	7=R7= Formation des gousses: lorsque le 50% des plantes prŽsente la premire gousse avec la corolle suspendue ou dŽtachŽe	8=R8= Remplissage des gousses: lorsque le 50% des plantes commence ˆ remplir la premire gousse de grains   	9=R9= Maturation: lorsque pour le 50% des plantes commence la dŽcoloration et le desschement de la premire gousse.				
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Indice de surface foliaire	LAI	IAF	CO_335:0000034	Mesure de la surface de la feuille par surface  de terrain	ƒtudes physiologiques	Agronomique	CO_335:0000208	MŽthode pour dŽterminer l'indice de surface foliaire	Les feuilles des  plantes rŽcoltŽes  en 0.5 m du sillon  sont scannŽes en utilisant un compteur de surface foliaire	R5	Beebe et al. 2010		CO_335:0000209	Continue	m2/m2		0	10																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Diamtre moyen de la racine 	MRD		CO_335:0000038	Mesure du diamtre du systme racinaire	ƒtudes physiologiques	Agronomique	CO_335:0000210	MŽthode pour dŽterminer le diamtre moyen de la racine 	Le systme racinaire est scannŽ et ŽvaluŽ avec Winrhizo avec  des  Žchantillons de la  serre	R5	Beebe et al. 2010		CO_335:0000211	Continue	mm																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse des gousses pendant R9	PBH		CO_335:0000039	Biomasse des gousses pendant la rŽcolte	ƒtudes physiologiques	Agronomique	CO_335:0000212	MŽthode pour dŽterminer la biomasse des gousses pendant R9	Poids des gousses des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R9, RŽcolte	Beebe et al. 2010		CO_335:0000213	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Indice de rŽcolte de gousses	PHI	%PH, ICV	CO_335:0000042	Indice de la rŽcolte des gousses pendant R9	ƒtudes physiologiques	Agronomique	CO_335:0000214	MŽthode pour dŽterminer l'indice de rŽcolte des gousses	Poids  sec des grains de la rŽcolte/poids sec de la gousse de la rŽcolte x 100	R9, RŽcolte	Beebe et al. 2010		CO_335:0000215	Continue	%		0	100																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Indice de partition de la gousse	PPI	%PP, IPV	CO_335:0000044	Indice de partition de la gousse pendant R8	ƒtudes physiologiques	Agronomique	CO_335:0000216	MŽthode pour dŽterminer l'indice de partition de la gousse	Poids  sec  de la gousse de la rŽcolte/ poids sec de la  partie aŽrienne ˆ moitiŽ du remplissage des gousses x 100	R8, Remplissage de la gousse ˆ moitiŽ, RŽcolte	Beebe et al. 2010		CO_335:0000217	Continue	%		0	120																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse des gousses pendant R8	PBMP		CO_335:0000040	Biomasse des gousses ˆ  moitiŽ du remplissage	ƒtudes physiologiques	Agronomique	CO_335:0000218	MŽthode pour dŽterminer la biomasse des gousses pendant R8	Poids des gousses des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000219	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	07/11/11	Haricot commun	Gousses par plante 	PDPL		CO_335:0000041	Nombre de gousses par plante en pot ou en pleine terre	ƒtudes physiologiques	Agronomique	CO_335:0000220	MŽthode pour dŽterminer le nombre de gousses par plante 	Moyenne du nombre de gousses de 5 ˆ 10 plantes prŽlevŽes au hasard	R9, RŽcolte	Beebe 2012 (communication personnelle)		CO_335:0000221	Continue	Nombre		0	250																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse des  parois de la gousse pendant R9	PWBH		CO_335:0000047	Biomasse des  parois de la gousse pendant la rŽcolte	ƒtudes physiologiques	Agronomique	CO_335:0000222	MŽthode pour dŽterminer la biomasse des parois de la gousse pendant R9	Poids des parois des gousses des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R9, RŽcolte	Beebe et al. 2010		CO_335:0000223	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse des graines pendant R9 	SBH		CO_335:0000053	Biomasse des graines pendant la rŽcolte	ƒtudes physiologiques	Agronomique	CO_335:0000224	MŽthode pour dŽterminer la biomasse des graines pendant R9 	Poids des graines des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R9, RŽcolte	Beebe et al. 2010		CO_335:0000225	Continue	kg/ha		0	10000																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Lecture du compteur de chlorophylle SPAD	SCMR	SPAD	CO_335:0000055	Mesure non destructive du contenu  de la chlorophylle dans la feuille	ƒtudes physiologiques	Physiologique	CO_335:0000226	MŽthode pour dŽterminer la lecture du compteur de chlorophylle SPAD	DŽterminŽ en prenant une plante par rŽpŽtition  sur une jeune feuille complŽtement Žtendue,  en utilisant un compteur portable de chlorophylle SPAD-502.	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000227	Continue	UnitŽs SPAD	SPAD	0	99,9																
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Longueur spŽcifie de la racine	SRL		CO_335:0000060	Mesure de la minceur du systme racinaire	ƒtudes physiologiques	Agronomique	CO_335:0000228	MŽthode pour dŽterminer la longueur spŽcifique de la racine	Longueur de la racine /biomasse de la racine	R8, Remplissage de la gousse ˆ moitiŽ 	Beebe et al. 2010		CO_335:0000229	Continue	m/g																			
	default	I. M. Rao	CIAT	FR	10/06/11	Haricot commun	Biomasse de la tige pendant R8	SBMP		CO_335:0000054	Biomasse de la tige ˆ moitiŽ du remplissage des gousses	ƒtudes physiologiques	Agronomique	CO_335:0000230	MŽthode pour dŽterminer la biomasse de la tige pendant R8	Poids des tiges des plantes rŽcoltŽes en 0.5 m du sillon et sŽchŽes ˆ 60¡C. Convertir a Kg/ha	R8, Remplissage de la gousse ˆ moitiŽ	Beebe et al. 2010		CO_335:0000231	Continue	kg/ha		0	10000																
